x,y,hue,cat,location,name
21.202414,1.4879265,5,"Financial Services, Information Technology, Insurance, Legal Tech",Bay Area,Agreemint
-46.56988,-0.7821123,5,"Android, Health Care, iOS",Bay Area,PolyFins Technology Inc
-28.305353,8.2183695,5,"Analytics, Big Data, Machine Learning, Personalization",Bay Area,Click Deal Buy!
-26.87889,7.25212,5,"Blockchain, Cryptocurrency, FinTech",Bay Area,WeTuring
24.640104,-23.513325,4,"Big Data, E-Commerce, Enterprise Software, Identity Management, Machine Learning, PaaS, Retail Technology, Unified Communications",New York,LUXLOCK
2.0038037,-14.380249,5,"Information Technology, Machine Learning",Bay Area,Woebot Labs
5.4698105,11.989817,5,"Education, Non Profit",Bay Area,AI4ALL
21.505978,1.8255758,2,"Advice, Financial Services, FinTech, Machine Learning, Personal Finance",Los Angeles,Our Libra
-16.10343,-22.05832,5,"Delivery Service, Food and Beverage, Logistics, Social Media, Software",Bay Area,Coozyn
1.9816123,-14.375916,5,"Blockchain, Cloud Data Services, Health Care, Machine Learning, Predictive Analytics, Wellness",Bay Area,BetterHealth.ai
3.5508158,26.374512,5,"Search Engine, SEO, Web Apps",Bay Area,IntelligentWeb
42.367504,16.075275,4,"Analytics, Big Data, E-Commerce, Information Technology, Marketing, Software",New York,Mr. Booster
2.6655538,-15.691093,5,"Analytics, Health Care, Information Technology, Machine Learning, Medical, Robotics, Software",Bay Area,TaskUnite
-25.31746,5.1426425,4,"Machine Learning, Restaurants, SaaS",New York,Ingest.ai
6.2244234,26.729944,4,"Art, Machine Learning, Marketplace, Photography, Printing",New York,SeeMe
-20.389767,-27.989702,3,Artificial Intelligence,Boston,Robbie AI
31.259443,23.833286,2,"Politics, Software",Los Angeles,CallTime.AI
-44.283104,-4.5244684,5,"B2B, Big Data, Blockchain, Data Center Automation, Neuroscience, Real Time, SaaS",Bay Area,Everythink
-32.999565,28.014174,5,"Health Care, Health Diagnostics, Machine Learning",Bay Area,Curai
-5.9939313,-1.443984,5,"Apps, Events, Machine Learning, Media and Entertainment, Messaging, Natural Language Processing, Ticketing",Bay Area,Lea (Live Event Assistant)
-33.444164,27.61448,5,"Developer Tools, Software",Bay Area,Incentivai
38.38566,19.376297,4,"Big Data, E-Commerce, E-Commerce Platforms, Machine Learning, Mobile, SaaS",New York,TradeMonday
18.491386,3.0969095,3,Internet,Boston,Breezler
-11.124194,49.373676,4,"Human Resources, Information Technology",New York,Cognitive Talent Solutions
-5.888559,-1.3818333,4,"Big Data, Data Visualization, FinTech",New York,AltHub LLC
23.590809,0.39601642,5,"B2B, Blockchain, Logistics, Transportation",Bay Area,Sote
11.686195,-50.87699,5,"Content Discovery, Information Technology, Machine Learning, Manufacturing, Software",Bay Area,Spring Discovery
18.031141,3.600784,5,"Computer, Manufacturing, Software",Bay Area,Landing AI
9.081164,4.815613,5,"Computer Vision, Developer APIs, Furniture, Image Recognition, Interior Design, Machine Learning, Visual Search",Bay Area,Grokstyle
43.3138,15.261634,5,"Machine Learning, Sales Automation, Software",Bay Area,Buck.ai
21.159437,-18.870174,2,"Blockchain, Machine Learning, Media and Entertainment, Mobile",Los Angeles,Bombay Sour Films LLC
11.896453,-46.545033,4,"Big Data, Business Intelligence, Digital Marketing, Marketing Automation, SaaS",New York,PEERCLICK
4.4887047,27.795084,5,"Computer, Shopping, Software",Bay Area,Zippin
21.200232,1.4844239,5,"Art, Content Delivery Network, Smart Home",Bay Area,Palacio Inc.
4.7089667,29.135098,4,"Biotechnology, Machine Learning",New York,WaveAcid Inc.
-16.007528,-27.162271,5,"CRM, Information Technology, Internet, Small and Medium Businesses, Software",Bay Area,"Solecular, Inc."
20.757524,1.9657519,5,"Analytics, Biotechnology, Health Care",Bay Area,AHEAD Medicine
-11.0793495,48.863277,5,"Cloud Computing, Drones, Electrical Distribution, Forestry",Bay Area,Above
-7.711949,-1.269849,4,"Asset Management, Homeland Security, Law Enforcement, Market Research, National Security, Predictive Analytics, Public Safety, Risk Management, Security",New York,"GTop Group, Corp."
-22.334631,-34.10743,5,"Information Technology, Machine Learning",Bay Area,Supervaisor
4.2938814,26.828352,4,"Accounting, Industrial Automation, Machine Learning",New York,Efortles Inc
-15.041548,-3.2711916,3,"Infrastructure, Machine Learning",Boston,Lightelligence
-6.039012,-0.94402856,5,"Mobile, Personalization, Search Engine, Semantic Search",Bay Area,WNNA
17.528906,3.2186565,5,"Content Marketing, Customer Service, Digital Marketing, Internet, Marketing",Bay Area,PlayingViral
25.113056,-23.371593,5,"Apps, Augmented Reality, Communities, Mobile, Mobile Apps, Social Media, Social Network",Bay Area,"Zest, the Reality Media App"
41.68072,16.665796,0,"Apps, Dating, Messaging, Mobile Apps",Austin,8dates Dating
8.859849,4.753492,4,"Augmented Reality, E-Commerce, Fashion, Marketplace",New York,Recleau
-27.882578,8.670434,4,"Broadcasting, Local, Media and Entertainment, News, Social Media, Social News, Video",New York,Craterland
38.183826,19.515875,5,"Commercial, Digital Marketing, Internet, Machine Learning, Virtualization",Bay Area,conDati
-16.020052,-27.178797,2,"Machine Learning, Physical Security, Smart Home",Los Angeles,Arcuity
17.820904,3.7733212,5,"Information Technology, Internet",Bay Area,Aisera
13.770081,5.561245,5,"Enterprise Software, Machine Learning",Bay Area,Noble.AI
5.3625216,12.513899,5,"eSports, Gaming, Sports",Bay Area,ZAR
26.554775,-0.7688868,5,"Fitness, Personal Health, Software",Bay Area,Personal GOLD
31.658571,24.336746,4,"Internet, Staffing Agency",New York,9to5.ai
-23.821768,-36.518143,0,"Internet of Things, Machine Learning, Mobile, Mobile Apps",Austin,Hexis
11.962412,-48.789127,0,"Information Technology, Internet, Machine Learning",Austin,Legendary AI
26.26285,-27.987421,5,"Enterprise Software, Marketing, Simulation",Bay Area,Nucleal
25.549387,-25.36173,5,"Health Care, Wellness",Bay Area,"HoloAsh, Inc."
-45.623287,-2.0869353,5,"Education, Health Care, Medical",Bay Area,Fathom
31.832952,24.28042,4,"Asset Management, FinTech, Machine Learning",New York,Matcha Fund
31.889404,23.428385,3,"Developer Platform, Developer Tools, Machine Learning, Mobile Apps",Boston,Fritz
39.16127,18.782467,5,"Big Data, Blockchain, Financial Services, FinTech, Information Technology, Legal Tech, Machine Learning, Privacy, Wealth Management",Bay Area,Prifina
7.2602825,26.114471,5,"Customer Service, Digital Marketing, E-Commerce, Information and Communications Technology (ICT), Information Technology, Machine Learning, Natural Language Processing, Sales Automation, Virtual Assistant",Bay Area,Cognigy
-32.162754,28.437151,4,"Blockchain, Consulting, Machine Learning, Software Engineering, Venture Capital",New York,Alphabox Technologies
31.726353,23.39113,5,"Hardware, Machine Learning, Robotics, Smart Home, Software",Bay Area,Bumblebee Spaces
-26.404997,7.5943346,4,"Augmented Reality, Real Estate",New York,LIVEIN
5.4659624,26.824778,5,"Education, Information Technology, Machine Learning, SaaS",Bay Area,Mission Labs
2.4241426,-13.137991,2,"Computer, E-Commerce, Messaging, Retail, SaaS, Software",Los Angeles,CONVRG
43.313744,15.261669,5,"Analytics, Cyber Security, Identity Management, Machine Learning",Bay Area,Idaptive
-30.068888,24.923939,4,"Information Technology, Machine Learning",New York,Intelligent Layer
-20.38923,-27.989439,5,"Computer Vision, Enterprise Software, Machine Learning, Medical Device",Bay Area,Subtle Medical
13.988117,6.1083856,5,"Apps, Augmented Reality, Big Data, Computer Vision, Machine Learning, Virtual Reality",Bay Area,6D.ai
21.272982,1.474452,5,"Big Data, Data Center Automation, Industrial Automation, Information Technology",Bay Area,dotData
3.0046709,21.935925,5,"Financial Services, Venture Capital",Bay Area,SymphonyAI
-23.821747,-36.518105,4,"Beauty, Personalization",New York,"HelloAva, Inc"
-21.469683,-31.286901,5,Artificial Intelligence,Bay Area,Infrrd
26.254932,-0.61481017,5,"Consumer Software, Health Care, Machine Learning, Mobile, Predictive Analytics, Product Design, Product Management, Software",Bay Area,Project RÅnin
40.245087,18.062817,5,"Information Technology, Software",Bay Area,Gyrfalcon Technology Inc.
-21.687445,-31.196642,5,"Computer, Software",Bay Area,Peritus.ai
-22.58022,-34.58688,5,"Cyber Security, Internet of Things",Bay Area,EntirID
-10.824725,46.15841,4,"Advertising, Analytics, Consumer Research, Digital Marketing, Market Research, Marketing, Messaging",New York,Groundwork
44.234886,14.274995,3,"Internet, Personalization",Boston,"MobileMonkey, Inc."
-11.340316,46.248585,5,"Concerts, Events, FinTech, Internet, Machine Learning, Mobile Payments, Restaurants, Retail Technology, Software",Bay Area,Sleek
17.778784,3.7845297,5,"Cloud Security, Cyber Security, Machine Learning",Bay Area,Chronicle
-19.740196,-27.05743,5,"E-Commerce, Natural Language Processing, Personalization",Bay Area,Tooso
11.893967,-48.71128,3,"Bioinformatics, Biotechnology, Machine Learning, Pharmaceutical",Boston,Reverie Labs
40.132877,17.673939,5,"Enterprise Software, Machine Learning, Predictive Analytics",Bay Area,Aible
-22.580112,-33.60923,5,"Analytics, Location Based Services, Machine Learning, Mobile Apps, Social Network",Bay Area,Snark
25.767366,-26.217978,5,"Machine Learning, Robotics",Bay Area,Zoetic AI
4.4780293,27.316853,5,"Cyber Security, Information Technology",Bay Area,Calypso AI
-43.807182,-4.5299373,5,Robotics,Bay Area,Turing Video
-11.063362,49.224106,5,"Automotive, Information Technology, Software",Bay Area,Phantom AI
-7.748857,-1.2411628,4,"3D Technology, Big Data, Construction, Internet of Things, Mobile, Predictive Analytics",New York,Kwant.ai
-46.683926,-1.0696323,4,"Fitness, Machine Learning, Personal Health, Virtual Assistant",New York,Actively
-8.286749,-1.0724683,5,"Information Technology, Software",Bay Area,"BrainChild Innovation, LLC"
11.640053,-46.398746,5,"Automotive, Digital Marketing, Machine Learning, Mobile, Predictive Analytics, Sales Automation, SMS",Bay Area,Bitesize
5.1402426,26.862183,2,"Computer Vision, Data Visualization, Digital Marketing, Digital Media, Image Recognition, Internet, Media and Entertainment, Music, Music Streaming, Social Media",Los Angeles,MusicMind
-44.282135,-4.5378947,4,"Analytics, Big Data, EdTech, Education, Information Technology",New York,Watermark
-8.70109,-1.5208496,5,"Computer Vision, Machine Learning",Bay Area,SuperAnnotate AI
-14.928455,-3.6847422,5,"Big Data, Information Technology, Machine Learning",Bay Area,Alectio
26.104181,-26.990881,5,"Analytics, Big Data, Cloud Data Services, Machine Learning, PaaS",Bay Area,Deepnote
11.984472,-51.564014,4,Information Technology,New York,DeepFraud AI
-24.520859,-38.031593,0,Mobile,Austin,Locus Tracking
4.3837323,27.456312,5,"Infrastructure, Internet, Internet of Things, Machine Learning",Bay Area,All Turtles
31.393824,23.831594,5,"B2B, Developer APIs, SaaS",Bay Area,rammer.ai
6.965178,8.182716,5,"Cloud Data Services, Computer Vision, Embedded Systems, Machine Learning, Robotics, Sensor, Software",Bay Area,Foresight AI Inc.
26.350286,-28.120035,4,"B2B, Big Data, Cyber Security, Enterprise, FinTech, Machine Learning",New York,Differential Ventures
38.183876,19.522516,5,FinTech,Bay Area,EquBot
-28.010881,8.789464,5,"Information Technology, Machine Learning, Software",Bay Area,OpsMx
-11.647068,49.65595,5,"Mobile Apps, Social Media",Bay Area,Bearahand.com
2.778848,-14.91595,5,"Data Center Automation, Developer Tools, Machine Learning, Natural Language Processing, Predictive Analytics",Bay Area,AutonomIQ
38.576138,19.23153,4,"Health Care, Hospital",New York,Droice Labs
-45.49273,-2.2943597,2,"Hospitality, Machine Learning, Organic Food, Restaurants, Robotics",Los Angeles,Ono Food Co.
23.567862,0.4415791,5,"Computer Vision, Sensor",Bay Area,Zensors
-45.829445,-2.1562345,4,"Analytics, Big Data, Insurance, InsurTech, Machine Learning",New York,Kalepa
26.596262,-0.78906935,5,"Analytics, Cloud Computing, Field-Programmable Gate Array (FPGA), FinTech, Machine Learning, Natural Language Processing, Text Analytics",Bay Area,SumUp Analytics
-22.29252,-34.058983,5,"Analytics, Career Planning, Human Resources, Information Technology, Predictive Analytics, Recruiting",Bay Area,Knottr
-28.360666,8.880279,5,"B2B, Business Intelligence, Machine Learning, SaaS",Bay Area,Obviously AI
-28.742414,27.529335,5,"Sales, Software",Bay Area,Avoma
-30.909128,28.57075,5,"Cyber Security, Network Security, Security",Bay Area,RedMarlin
-45.815613,-2.1572626,4,"Software, Speech Recognition",New York,OTO Systems Inc.
3.3572826,-15.8073015,5,"Cycling, Outdoors, Personalization, Sports, Wellness",Bay Area,WILD AI
-17.876986,-28.737455,4,"Machine Learning, Market Research, Software",New York,Helixa Inc.
-22.418938,-34.32271,5,"Information Technology, Internet, Recruiting",Bay Area,Rocket
-31.8717,25.76602,5,"Computer Vision, E-Commerce, Logistics, Machine Learning, Robotics, Software, Warehousing",Bay Area,Nimble Robotics
6.671384,26.614408,5,Information Technology,Bay Area,Supervisely
11.57938,-46.320076,5,"Banking, FinTech, Intelligent Systems, Machine Learning, Mobile Payments, Payments, Retail, Risk Management, Sensor",Bay Area,Deep Labs
-11.44041,48.46838,4,"Banking, Finance, Predictive Analytics",New York,KapitalWise
11.838342,-50.87323,5,"Computer, Software",Bay Area,Sonia Labs
-45.993134,-1.0785384,5,"Financial Services, Machine Learning, Retirement",Bay Area,Mason Finance
25.164967,-23.201294,5,"Apps, Identity Management, Machine Learning",Bay Area,Smile Identity
-32.042686,27.858335,5,"Infrastructure, Internet of Things, Machine Learning",Bay Area,Edgeworx
-16.00238,-27.15538,5,"Consumer Electronics, Electronics, Hardware, Information Technology",Bay Area,Vimaan Robotics
9.2095175,4.698581,5,"Computer, Computer Vision, Software",Bay Area,ZenScreen
2.5010557,-14.51637,4,"Analytics, FinTech, Machine Learning, Natural Language Processing, SaaS",New York,Alkymi
-16.013117,-27.170046,5,"Natural Language Processing, SaaS, Software",Bay Area,Veamly
-45.7178,-1.641586,4,"Augmented Reality, Computer Vision, E-Commerce, Internet of Things, Machine Learning, Natural Language Processing, Product Management, Virtual Reality",New York,VisionX
10.627957,8.5192375,4,"Intelligent Systems, Machine Learning, Manufacturing, Service Industry",New York,DeepHow
23.670286,0.78215444,5,"CRM, Machine Learning, Sales, Sales Automation",Bay Area,Autobound
-26.869251,7.2594757,5,"Enterprise Software, SaaS",Bay Area,DeckRobot
-23.095554,-34.2548,5,"Banking, Blockchain, Finance, Financial Services, FinTech, Machine Learning, Mobile Payments, Payments, Predictive Analytics, Sharing Economy",Bay Area,Teller.
27.056244,-1.0114789,5,"Dating, Mobile Apps, Sex Tech",Bay Area,Fantasy
-42.33819,-5.003923,4,"Machine Learning, Marketing",New York,Shopnostic.com
5.0288267,26.871214,5,"Enterprise Software, Natural Language Processing, SaaS, Virtual Assistant",Bay Area,Voix Ai
11.702071,-50.298866,4,"Computer Vision, Machine Learning, Real Estate",New York,Foxy AI
-23.18194,-35.16957,2,"Blockchain, Brand Marketing, Computer Vision, E-Commerce Platforms, Image Recognition, Machine Learning, Marketplace, Mobile Apps, Social Media Marketing",Los Angeles,FLATLAY
6.17403,6.3895483,3,"Machine Learning, SaaS, Software",Boston,Marlo
11.938475,-51.95328,4,"Beauty, Predictive Analytics, SaaS, Software",New York,Cherry Pick
-10.995002,-1.8529035,5,"Air Transportation, Transportation",Bay Area,Instalocate
42.961216,15.561386,5,Robotics,Bay Area,Stocked Robotics
-11.218796,46.362152,4,"Collaboration, Customer Service, Data Integration, Data Storage, Information Services, Information Technology, Machine Learning, Messaging, SaaS",New York,Woveon
40.38787,18.063698,5,"3D Technology, Data Visualization, Machine Learning, Oil and Gas, SaaS",Bay Area,Ondaka
-46.622135,-1.3682141,5,"Augmented Reality, Autonomous Vehicles, Computer Vision, Drones, Hardware, Machine Learning, Robotics, Sensor, Virtual Reality",Bay Area,DreamVu
3.1405587,-16.11401,5,"Agriculture, Computer Vision, Livestock",Bay Area,Cattle Care
-3.95276,2.1418097,5,"Analytics, Business Intelligence, Developer Platform, Machine Learning, Marketing Automation, SaaS, Social CRM",Bay Area,Weavr Inc.
-11.087329,48.84719,4,"Analytics, Finance, Financial Services, Machine Learning",New York,Alpha Vertex
13.730176,5.566407,5,"B2B, Enterprise Software, Health Care, Hospital, Machine Learning, mHealth, Personal Health, SaaS",Bay Area,Salusive Health
-17.88962,-28.742857,5,"Analytics, Financial Services, Information Technology",Bay Area,Trace
23.540401,0.50439495,5,"E-Commerce, Robotics",Bay Area,Ambidextrous
-21.62036,-30.677538,5,"Banking, Insurance, Machine Learning, Messaging, Natural Language Processing",Bay Area,Elafris
-24.406723,-37.80571,4,"B2B, Financial Services, FinTech, Machine Learning, Marketplace, Recruiting, Software",New York,Fintros
11.696078,-50.512535,5,Information Technology,Bay Area,Datasaur
8.866289,4.6943645,4,"Big Data, Business Intelligence, Location Based Services",New York,Topos
-11.425358,48.452408,4,"B2B, CRM, Machine Learning, SaaS, Social CRM, Social Network",New York,SAM.AI
-10.81652,-1.9468604,5,"Railroad, Transportation",Bay Area,Unsupervised AI
17.476557,3.6546578,3,"AgTech, Environmental Engineering, Information Technology, Machine Learning, Robotics",Boston,AdaViv
-11.353577,49.628662,5,"Developer Platform, Developer Tools",Bay Area,Deeplearning.ai
13.190534,7.475471,5,"Information Technology, Machine Learning, Neuroscience, SaaS",Bay Area,Flux
11.793813,-48.583824,4,"Big Data, Data Mining, Data Visualization, Insurance, Machine Learning, Software Engineering",New York,Sigmoidal LLC
-32.196114,28.444868,4,Video Editing,New York,TRASH
11.84707,-47.15228,5,"Internet of Things, Machine Learning, Security",Bay Area,Sentry
2.3224883,-14.52972,5,Artificial Intelligence,Bay Area,Huddl
11.716604,-51.70655,4,"Banking, Financial Services, FinTech, Information Technology, Lending, Machine Learning, Marketplace",New York,Community Capital Technology
-11.775533,49.12143,5,"Analytics, Business Intelligence, Computer Vision, Enterprise Software, Logistics, Machine Learning, Manufacturing, Video",Bay Area,Invisible AI
44.399734,14.333815,5,"Financial Services, FinTech, Health Care, Information Technology, Personal Finance, Personal Health",Bay Area,She's Well
-46.480927,-1.5860918,5,"Machine Learning, Speech Recognition",Bay Area,Sonix (sonix.ai)
21.360998,1.9578594,5,"Analytics, Software",Bay Area,Encounter AI
-12.465843,43.829147,5,"Augmented Reality, Computer Vision, Enterprise Software, Internet of Things, Machine Learning, Natural Language Processing, Software",Bay Area,Tacit
24.982124,-22.928892,5,"Analytics, Big Data, CRM, Information Technology, Internet of Things",Bay Area,Gamma Networks
-31.980145,27.902746,5,"Computer, Data Center, Infrastructure, Machine Learning, Software",Bay Area,Hyperpilot
11.948989,-46.63666,5,"Information Technology, Logistics, Machine Learning, Natural Language Processing, Software",Bay Area,RPA Labs
44.080807,14.322805,4,"Analytics, Information Technology",New York,605
-34.61381,27.730888,5,"3D Technology, Information Technology",Bay Area,Asteroid Technologies
-45.51326,-2.271883,5,"Apps, Augmented Reality, Photo Sharing, Social Network",Bay Area,Polygram
41.225636,17.065313,5,"Analytics, Information Technology, Telecommunications",Bay Area,Spext
-46.480923,-1.5860925,4,"EdTech, Education, SaaS",New York,Ahura AI
-11.3097105,-2.210517,5,"Big Data, Machine Learning, Software",Bay Area,B-Yond
7.2003427,26.201942,5,"CRM, Enterprise Software, Information Technology, Machine Learning, Natural Language Processing, SaaS, Sales Automation, Software",Bay Area,Tribyl
11.794372,-48.63348,4,"Information Technology, Real Estate",New York,SquarePlan
3.1294038,-15.114588,2,"Advertising, Audio, Augmented Reality, Brand Marketing, Machine Learning, Social Media, Software, Video",Los Angeles,Fuse.It
-27.491549,8.287653,5,"Food and Beverage, Industrial Automation, Retail",Bay Area,Botrista Technology
-11.782995,48.987534,5,Health Care,Bay Area,XP Health
12.415818,3.0376737,3,"Human Computer Interaction, Machine Learning, Natural Language Processing",Boston,"VUI, Inc."
-45.614746,-2.0197687,5,Artificial Intelligence,Bay Area,NeuroTags
31.101395,24.417187,4,"Augmented Reality, Hardware, Internet of Things, Machine Learning, Wearables",New York,Etho Inc.
-9.751163,43.40021,5,"Cloud Computing, Cloud Data Services, Information Technology, Software",Bay Area,Decision Engines
-8.719694,-1.4685428,5,"Machine Learning, Mechanical Engineering, Professional Services, Robotics",Bay Area,Zippy.ai
38.18235,19.520533,0,Health Care,Austin,ClosedLoop.ai
5.443754,22.921877,5,"FinTech, Information Technology, Insurance, Internet, Software",Bay Area,Tint.ai
24.91842,-23.505741,4,"Big Data, Health Care, Machine Learning, Natural Language Processing",New York,Agamon
2.912799,-14.801039,5,"Analytics, Renewable Energy, Software",Bay Area,Ensemble Energy
25.779875,-26.271935,5,"Hospitality, Mobile, Personalization, Travel",Bay Area,SwayPay
-43.821167,-4.572706,5,"Computer, Industrial Automation, Information Technology, Internet, Manufacturing",Bay Area,Lincode Labs
21.791014,-25.409634,5,"Food and Beverage, Hospitality, Marketplace, SaaS, Software",Bay Area,Tyme
-43.12281,-3.5601008,5,"Big Data, Machine Learning, SaaS",Bay Area,Optimizing Mind
13.863678,5.5782833,5,"Government, Marketplace, Procurement",Bay Area,Social Glass
9.239883,4.6571817,5,"Computer, Employment, Software",Bay Area,Spot
27.045675,-1.0061561,3,"Assistive Technology, Communication Hardware, Health Care, Internet of Things, Machine Learning, Robotics",Boston,Loro co.
-11.461884,48.47106,5,"Enterprise Software, Financial Services, FinTech, SaaS",Bay Area,Conversation.one
-43.989338,-4.2798824,5,"Internet, Machine Learning, Marketing, Recruiting",Bay Area,Kriya AI
24.34122,0.2872897,5,"Information Technology, Internet",Bay Area,Flinkhub
26.420671,-28.325603,5,"Computer Vision, Digital Marketing, Email Marketing, Machine Learning, Video",Bay Area,Playable
32.107594,23.790342,5,Internet,Bay Area,StackRaft
12.048097,-51.766624,4,"Computer Vision, E-Commerce, Fashion, Media and Entertainment, Software, TV",New York,Oyper
-33.92121,27.867214,4,"Big Data, E-Commerce, SaaS",New York,BuyWith
8.973095,4.5546117,4,"Big Data, Clinical Trials, Enterprise, Enterprise Software, Health Care, Machine Learning, Pharmaceutical",New York,Intelligencia
2.6752286,-15.718612,5,"Enterprise Software, Software",Bay Area,Revere Intelligence
2.4293768,-13.165896,3,"Health Care, Information Technology, Internet of Things, Software",Boston,Daytoday Health
31.566084,23.446909,5,"Information Technology, Internet, Machine Learning, Messaging, Software",Bay Area,VoiceMe.AI
-7.7296977,-1.2431419,5,"Big Data, FinTech",Bay Area,6figr.com
-26.876743,7.2528124,5,"Advertising, Digital Marketing, Marketing, Software, Video",Bay Area,Acuity.AI
11.699898,-51.665855,4,"Child Care, CivicTech, Enterprise Applications, Enterprise Software, GovTech, Machine Learning, Mobile, Predictive Analytics, Software",New York,Casebook PBC
-32.94156,27.784405,5,"Machine Learning, Software",Bay Area,Machine Box
-44.28277,-4.509083,5,"Automotive, Autonomous Vehicles, Big Data, Fleet Management, Logistics, Supply Chain Management",Bay Area,SafeMode
3.3591423,-15.511084,5,"Analytics, CRM, Information Technology",Bay Area,Woflow
-26.873762,7.25678,5,"Cloud Computing, Industrial Automation, Manufacturing",Bay Area,"Oqton, Inc"
-32.12293,28.424702,5,"Machine Learning, Robotics",Bay Area,Duality
8.915828,4.5901365,5,Manufacturing,Bay Area,DinoPlusAI
-31.212574,28.197397,5,"E-Commerce, Fashion, Internet of Things, iOS, Machine Learning, Search Engine",Bay Area,Qury
-32.044575,27.8573,5,"Analytics, Machine Learning, Natural Language Processing, Professional Networking, Software, Software Engineering",Bay Area,sourcerer.io
-26.78858,7.3666496,5,"CRM, Information Technology, Internet",Bay Area,Marax AI
-14.787301,-3.6898289,5,"Analytics, Big Data, Legal, Machine Learning, Natural Language Processing, Software",Bay Area,ClearLaw
25.91072,-27.162964,5,"Big Data, Commercial Real Estate, Document Management, Enterprise Software, Intelligent Systems, Machine Learning, Software",Bay Area,ADEx AI
24.34292,0.28943402,5,"Construction, Internet of Things, Machine Learning, Robotics",Bay Area,Formdwell Robotics
18.022028,3.6222816,5,"Consumer Software, Information Technology, Innovation Management, Intelligent Systems, Machine Learning, Natural Language Processing, Product Design, Product Research, Software Engineering",Bay Area,Milkinside
21.188469,-18.967571,2,"Document Management, Document Preparation, Legal, Software",Los Angeles,Documate
23.670145,0.782152,4,Travel,New York,TRILL Travel
12.414409,3.037107,5,"Health Care, Software, Wellness",Bay Area,Elyse
-23.094944,-34.25082,4,"Big Data, Information Technology, Social Media, Video",New York,ViewX
-20.390385,-27.989466,0,"Association, Big Data, Government, Information Technology, Machine Learning, Non Profit",Austin,Esper
-21.1944,-30.814823,5,"Information Technology, Machine Learning, Messaging, Software, Travel",Bay Area,Akia
-21.04209,-22.39999,3,"Computer, Information Technology, Software",Boston,Coalesce.ai
13.52677,5.6690173,5,"Banking, Big Data, E-Commerce, Financial Services, Predictive Analytics",Bay Area,Argoid
-21.18512,-30.84462,5,"Education, Information Technology, Machine Learning, Robotics, Software",Bay Area,OnSpecta
-11.36517,46.171913,5,"CleanTech, Machine Learning, Renewable Energy, Software",Bay Area,Station A
